idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP
immo-facile-59668635;pr;a;l;0;26;;1;450;;;0;0;0;0;E;301;50.53568;2.63889;0;;;;;0;E;;;;;;;;;;;;;a;n;;a;2025-12;62119;0102;621190102;H;H;6211901;00752;32;62
immo-facile-59635795;pr;a;l;0;48;;2;624;;;0;0;0;0;C;175;50.53492;2.62857;0;;;;;0;A;;;;;;;;;;;;;a;n;;a;2025-12;62119;0102;621190102;H;H;6211901;00752;32;62
ag621296-503167169;pr;m;l;0;80;;1;750;;;0;1;0;0;C;150;50.51663;2.64937;0;3.0;;1.0;;0;A;;;;;;;;;;Électrique;;Individuel;a;n;;m;2025-12;62119;0108;621190108;H;H;6211901;00752;32;62
ag620500-500779166;pr;a;l;1;53;;2;470;;;0;0;0;1;E;315;50.53157;2.64125;0;2.0;;1.0;;Ouest;B;;;;;;;;;;Électrique;Convecteur;Individuel;a;n;;a;2025-12;62119;0101;621190101;H;H;6211901;00752;32;62
ag621296-502138724;pr;a;l;0;43;;2;600;;;0;0;0;0;D;210;50.53246;2.63902;0;2.0;;;;0;B;;;;;;;False;;;Électrique;;Individuel;a;n;;a;2025-12;62119;0101;621190101;H;H;6211901;00752;32;62
ics-bet_BETHUNOIS_loc-LAPP115337;pr;a;l;2;44;;2;640;;;0;0;0;0;D;242;50.53398;2.64014;0;;;0.0;;0;C;;;0.0;;;;False;;;Gaz;Radiateur;Collectif;a;n;;a;2025-12;62119;0101;621190101;H;H;6211901;00752;32;62
ag621296-503105267;pr;a;l;0;51;;2;665;;;0;0;0;1;E;250;50.5322;2.63529;0;4.0;;1.0;;0;E;;;;;;;False;;;Gaz;;Collectif;a;n;;a;2025-12;62119;0101;621190101;H;H;6211901;00752;32;62
ag620500-503024891;pr;a;l;1;62;;3;589;;;0;0;0;1;D;232;50.53045;2.63289;0;3.0;;1.0;;0;B;;;;;;;;;;Électrique;Convecteur;Individuel;a;n;;a;2025-12;62119;0101;621190101;H;H;6211901;00752;32;62
ics-bet_BETHUNOIS_loc-LAPP115350;pr;a;l;0;14;;1;350;;;0;0;0;1;D;308;50.52116;2.64674;0;;;0.0;;0;B;;;0.0;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2025-12;62119;0108;621190108;H;H;6211901;00752;32;62
citya-immobilier-49159754800073-GES11320001-963;pr;m;l;0;87;;4;800;;;0;0;0;1;D;209;50.27245;2.77188;0;2.0;;0.0;False;0;D;;;1.0;;;;;;;Gaz;Radiateur;Individuel;a;n;;m;2025-12;62004;0103;620040103;H;H;6200401;62502;32;62
laforet-immo-facile-22702585;pr;a;l;0;52;;3;775;;;0;1;1;0;C;140;50.51456;1.63477;0;;;;;0;A;;1.0;;;;;False;;;Électrique;Radiateur;Individuel;a;n;;a;2025-12;62318;0101;623180101;H;H;6231801;62401;32;62
laforet-immo-facile-52417760;pr;a;l;0;30;;2;476;;;0;0;0;0;E;280;50.5142;1.63785;0;;;;;0;B;;;;;;;;;;;;;a;n;;a;2025-12;62318;0101;623180101;H;H;6231801;62401;32;62
hektor-opal-immo-444;pr;a;l;0;36;;1;410;;;0;0;0;1;E;317;50.77809;1.73712;0;;;;False;Sud;C;1970.0;1.0;;;;;;;;Électrique;Radiateur;Individuel;a;n;;a;2025-12;62889;0000;628890000;Z;Z;6288900;62000;32;62
mgc-ancien-875456;pr;a;l;1;73;;3;910;;;0;0;0;0;C;64;50.85655;1.9743;0;;;;False;0;C;;;;;False;;False;;;Gaz;;Individuel;a;n;;a;2025-12;62038;0000;620380000;Z;Z;6203800;62208;32;62
mgc-ancien-876359;pr;a;l;1;78;;4;660;;;0;0;1;0;D;212;50.41413;2.99067;0;;;;False;0;D;;;;;False;;False;;;;;Individuel;a;n;;a;2025-12;62624;0102;626240102;H;H;6262401;00756;32;62
mgc-ancien-876061;pr;a;l;1;120;;4;750;;;0;0;0;0;D;248;50.41958;2.9077;0;2.0;;;False;0;D;;;;;False;;False;;;Électrique;;Individuel;a;n;;a;2025-12;62133;0102;621330102;H;H;6213301;00756;32;62
ag621296-501857033;pr;m;l;0;61;;2;595;;;0;0;1;0;E;309;50.51925;2.5539;0;;;1.0;;0;B;;;;;;;;;;Électrique;;Individuel;a;n;;m;2025-12;62479;0000;624790000;Z;Z;6247900;00752;32;62
mgc-ancien-871744;pr;m;l;0;90;;3;816;;;0;0;0;1;D;244;50.63269;2.18113;0;;;;False;0;B;;;;;False;;;;;Électrique;;Individuel;a;n;8.0;m;2025-12;62271;0000;622710000;Z;Z;6227100;62000;32;62
ag620500-501480530;pr;m;l;0;90;;4;980;;;0;0;0;1;A;57;50.50277;2.62191;0;3.0;;;False;0;A;;;;;;;;;;Électrique;;;a;n;;m;2025-12;62836;0000;628360000;Z;Z;6283600;00752;32;62
gedeon-32256919;pr;m;l;0;61;;3;490;;;0;0;1;0;F;359;50.63277;2.25314;0;;;1.0;;0;C;;1.0;;;;;;;;;;;a;n;;m;2025-12;62811;0000;628110000;Z;Z;6281100;62000;32;62
ag590688-501490733;pr;a;l;1;69;;3;650;;;0;0;1;1;E;317;50.80667;2.13849;0;2.0;;;;0;B;;1.0;;;;;;;;Électrique;;Individuel;a;n;;a;2025-12;62297;0000;622970000;Z;Z;6229700;00264;32;62
ag590688-501490757;pr;a;l;0;79;;3;630;;;0;0;1;1;E;318;50.80667;2.13849;0;2.0;;;;0;B;;1.0;;;;;;;;Électrique;;Individuel;a;n;;a;2025-12;62297;0000;622970000;Z;Z;6229700;00264;32;62
mgc-ancien-877183;pr;m;l;0;98;;4;912;;;0;0;0;0;D;242;50.73783;2.27438;0;;;;False;0;B;;;;;False;;;;;Électrique;;Individuel;a;n;;m;2025-12;62525;0103;625250103;H;H;6252501;62501;32;62
apimo-83186161;pr;a;l;0;80;;4;673;;;0;0;0;0;D;222;50.79719;2.17463;0;;;;;0;B;;;;;;;;;;Électrique;Radiateur;;a;n;;a;2025-12;62458;0000;624580000;Z;Z;6245800;62000;32;62
apimo-86485031;pr;a;l;1;67;;4;750;;;0;0;0;0;D;227;50.71062;1.59483;0;;;;;0;B;;;1.0;;;;;;;Électrique;Radiateur;Individuel;a;n;;a;2025-12;62643;0101;626430101;H;H;6264301;62503;32;62
ag595646-501877580;pr;m;l;0;128;100.0;7;770;;;0;0;0;0;D;233;50.48941;2.48448;0;1.0;;1.0;;0;B;;;;;;;;;;;;;a;n;8.0;m;2025-12;62194;0102;621940102;H;H;6219401;00752;32;62
safti-1-1571761;pr;m;l;0;86;1210.0;5;850;;;0;0;0;1;D;173;50.3728;2.67221;0;;;1.0;False;0;D;1930.0;1.0;;;False;;;;;Gaz;;Individuel;m;n;;m;2025-12;62854;0000;628540000;Z;Z;6285400;62000;32;62
ag595646-501877502;pr;m;l;0;65;25.0;2;700;;;0;0;0;1;D;213;50.92574;1.88409;0;;;;;0;B;;;;;;;;;;Bois;Poêle à Bois;;a;n;8.0;m;2025-12;62244;0102;622440102;H;H;6224401;62504;32;62
ag595428-503197244;pr;m;l;0;82;730.0;4;885;;;0;0;0;0;F;340;50.92474;1.87987;0;;;;;0;C;;;;;;;;;;;;;a;n;;m;2025-12;62244;0102;622440102;H;H;6224401;62504;32;62
mgc-ancien-878098;pr;m;l;0;117;;3;850;;;0;0;0;1;E;328;50.42898;2.85122;0;1.0;;;True;0;B;;;1.0;;False;;;;;Électrique;;Individuel;a;n;;m;2025-12;62771;0101;627710101;H;H;6277101;00756;32;62
ag620500-502510334;pr;m;l;0;46;20.0;2;610;;;0;0;0;1;E;308;50.51772;2.61644;0;1.0;;1.0;False;Ouest;E;;;;;;;;;;Gaz;Convecteur;;a;n;;m;2025-12;62350;0000;623500000;Z;Z;6235000;00752;32;62
ag620500-502068830;pr;m;l;0;47;;2;800;;;0;0;1;1;D;189;50.51704;2.61722;0;;;;False;0;A;;;;;;;;;;Électrique;Convecteur;;a;n;;m;2025-12;62350;0000;623500000;Z;Z;6235000;00752;32;62
century-21-202_3234_3437;pr;m;l;0;85;;4;1135;;;0;0;1;0;E;285;50.45107;1.75121;0;;;0.0;;0;E;;1.0;0.0;;;;;;;;;;a;n;;m;2025-12;62207;0000;622070000;Z;Z;6220700;62201;32;62
ag621295-502942814;pr;m;l;0;60;;2;740;;;0;0;0;1;C;176;50.31269;2.71643;0;2.0;;;;0;C;;;;;;;;;;Gaz;;Individuel;a;n;;m;2025-12;62279;0000;622790000;Z;Z;6227900;62502;32;62
apimo-83186952;pr;m;l;0;83;;3;620;;;0;0;0;0;C;154;50.77539;2.19841;0;;;;;0;A;;;;;;;;;;;;;a;n;;m;2025-12;62819;0000;628190000;Z;Z;6281900;62501;32;62
ag621296-502795853;pr;m;l;0;106;;4;1020;;;0;0;0;1;D;199;50.5905;2.60293;0;2.0;;1.0;;0;C;;;;;;;;;;Électrique;;Individuel;a;n;;m;2025-12;62584;0000;625840000;Z;Z;6258400;00752;32;62
ag595646-503278835;pr;m;l;0;60;;3;650;;;0;0;1;0;C;;50.5415;2.6193;0;1.0;;1.0;;0;C;;;;;;;;;;Électrique;;;a;n;;m;2025-12;62035;0101;620350101;H;H;6203501;00752;32;62
hektor-ICOMME22-9255;pr;m;l;0;87;460.0;4;850;;;0;0;0;1;D;222;50.50412;2.68912;0;2.0;;1.0;;0;D;1971.0;1.0;1.0;;;;;;;Gaz;;;a;n;;m;2025-12;62735;0000;627350000;Z;Z;6273500;00752;32;62
ag210198-502671329;pr;m;l;0;66;;3;850;;;0;0;0;1;D;179;50.28797;2.7417;0;;;1.0;;0;D;;1.0;;;False;;;;;Gaz;;Individuel;network;n;;m;2025-12;62263;0101;622630101;H;H;6226301;62502;32;62
iad-france-1963689;pr;a;l;0;55;;3;617;;;0;0;0;0;D;218;50.4789;2.55071;0;2.0;;1.0;False;0;D;;;;;False;;False;;;Gaz;;Individuel;m;n;;a;2025-12;62178;0101;621780101;H;H;6217801;00752;32;62
iad-france-1963712;pr;a;l;0;85;;4;750;;;0;0;0;0;D;209;50.4789;2.55071;0;2.0;;1.0;False;0;D;;;;;False;;False;;;Gaz;;Individuel;m;n;;a;2025-12;62178;0101;621780101;H;H;6217801;00752;32;62
hektor-avesnesimmo-5358;pr;m;l;0;76;;4;550;;;0;0;0;1;C;134;50.3835;2.33304;0;;;;;0;D;;2.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;;m;2025-12;62767;0101;627670101;H;H;6276701;62209;32;62
mgc-ancien-882836;pr;a;l;0;33;;2;480;;;0;0;1;0;F;343;50.47405;2.88751;0;;;;False;0;C;;;;;False;;True;;;;;;a;n;;a;2025-12;62666;0000;626660000;Z;Z;6266600;00756;32;62
mgc-ancien-876264;pr;m;l;0;82;;3;670;;;0;0;0;1;C;172;50.47147;2.87624;0;2.0;;;False;0;A;;;;;False;;;;;Électrique;;Individuel;a;n;;m;2025-12;62666;0000;626660000;Z;Z;6266600;00756;32;62
citya-immobilier-0988457-GES00230051-535;pr;a;l;1;54;;2;610;;;0;1;0;1;D;189;50.43761;2.93835;0;3.0;;1.0;;0;A;;;0.0;;;;False;;;Électrique;Convecteur;Individuel;a;n;;a;2025-12;62587;0101;625870101;H;H;6258701;00756;32;62
ag621296-502789295;pr;a;l;0;40;;2;540;;;0;0;0;1;E;317;50.49544;2.85961;0;2.0;;;;0;D;;;;;;;False;;;Gaz;;Collectif;a;n;;a;2025-12;62895;0101;628950101;H;H;6289501;00752;32;62
mgc-ancien-875230;pr;a;l;1;98;;3;825;;;0;0;0;1;D;240;50.49204;2.84434;0;;;;False;0;D;;;1.0;;False;;False;;;;;Individuel;a;n;;a;2025-12;62895;0104;628950104;H;H;6289501;00752;32;62
mgc-ancien-878226;pr;a;l;0;37;;1;473;;;0;0;1;0;F;418;50.74886;2.25437;0;;;;False;0;C;;;;;False;;False;;;Électrique;;Individuel;a;n;;a;2025-12;62765;0301;627650301;H;H;6276501;62501;32;62
mgc-ancien-880536;pr;a;l;1;52;;2;428;;;0;0;0;1;D;228;50.74472;2.25377;0;;;;False;0;D;;;;;False;;False;;;;;Individuel;a;n;;a;2025-12;62765;0201;627650201;H;H;6276501;62501;32;62
ag590688-501310277;pr;a;l;2;29;;1;430;;;0;0;1;1;E;329;50.75091;2.25119;0;4.0;;;;0;B;;1.0;;;;;False;;;;;Individuel;a;n;;a;2025-12;62765;0401;627650401;H;H;6276501;62501;32;62
mgc-ancien-877015;pr;m;l;0;77;;4;625;;;0;0;0;0;E;259;50.75876;2.27578;0;2.0;;;False;0;B;;;;;False;;;;;Électrique;;Individuel;a;n;;m;2025-12;62765;0101;627650101;H;H;6276501;62501;32;62
mgc-ancien-879495;pr;m;l;0;84;;4;773;;;0;0;0;0;D;151;50.76025;2.26313;0;;;;False;0;D;;;;;False;;;;;;;Individuel;a;n;;m;2025-12;62765;0101;627650101;H;H;6276501;62501;32;62
mgc-ancien-877710;pr;a;l;2;40;;2;555;;;0;0;0;0;D;196;50.75669;2.26337;0;;;;False;0;B;;;;;False;;False;;;Électrique;;Individuel;a;n;;a;2025-12;62765;0101;627650101;H;H;6276501;62501;32;62
mgc-ancien-875553;pr;m;l;0;35;;2;480;;;0;0;0;0;D;240;50.74601;2.25277;0;;;;False;0;B;;;;;False;;;;;Électrique;;Individuel;a;n;;m;2025-12;62765;0301;627650301;H;H;6276501;62501;32;62
mgc-ancien-880101;pr;a;l;0;24;;1;421;;;0;0;0;0;F;430;50.7498;2.26635;0;;;;False;0;C;;;;;False;;False;;;;;Individuel;a;n;;a;2025-12;62765;0301;627650301;H;H;6276501;62501;32;62
ag595646-503278889;pr;m;l;0;55;50.0;3;650;;;0;0;0;0;E;;50.75199;2.25367;0;;;;;0;B;;;;;;;;;;;;;a;n;;m;2025-12;62765;0302;627650302;H;H;6276501;62501;32;62
ag595646-503278898;pr;a;l;0;35;;2;580;;;0;0;0;1;D;;50.75199;2.25367;0;;;;;0;;;;;;;;;;;Électrique;;;a;n;;a;2025-12;62765;0302;627650302;H;H;6276501;62501;32;62
apimo-83186419;pr;a;l;0;30;;2;450;;;0;0;0;0;E;279.5;50.75042;2.25286;0;;;;;0;B;;;;;;;;;;;;;a;n;;a;2025-12;62765;0302;627650302;H;H;6276501;62501;32;62
ag595646-503278904;pr;a;l;1;26;;2;540;;;0;0;0;1;D;;50.75199;2.25367;0;;;;;0;B;;;;;;;;;;;;;a;n;;a;2025-12;62765;0302;627650302;H;H;6276501;62501;32;62
ag595646-503278925;pr;a;l;2;35;;2;570;;;0;0;0;1;D;;50.75199;2.25367;0;;;;;0;;;;;;;;;;;Électrique;;;a;n;;a;2025-12;62765;0302;627650302;H;H;6276501;62501;32;62
mgc-ancien-832300;pr;a;l;3;53;;2;530;;;0;0;0;0;C;165;50.74725;2.25542;0;;;;False;0;A;;;;;False;;False;;;;;;a;n;;a;2025-12;62765;0301;627650301;H;H;6276501;62501;32;62
ag595646-503278919;pr;a;l;3;20;;1;340;;;0;0;0;0;D;268;50.75199;2.25367;0;;;;;0;B;;;;;;;;;;;;;a;n;;a;2025-12;62765;0302;627650302;H;H;6276501;62501;32;62
ag590688-502807649;pr;a;l;0;74;;4;740;;;0;0;1;1;D;178;50.75344;2.25212;0;;;1.0;;0;D;;1.0;;;;;;;;Gaz;;Individuel;a;n;;a;2025-12;62765;0302;627650302;H;H;6276501;62501;32;62
mgc-ancien-881933;pr;a;l;2;33;;2;457;;;0;0;0;0;F;363;50.74787;2.25521;0;;;;False;0;B;;;;;False;;False;;;;;;a;n;;a;2025-12;62765;0301;627650301;H;H;6276501;62501;32;62
mgc-ancien-877504;pr;a;l;2;49;;3;620;;;0;0;0;0;F;418;50.74887;2.25189;0;;;;False;0;C;;;;;False;;False;;;Électrique;;Individuel;a;n;;a;2025-12;62765;0301;627650301;H;H;6276501;62501;32;62
mgc-ancien-879372;pr;a;l;2;42;;3;480;;;0;0;0;1;D;242;50.74978;2.25631;0;3.0;;;False;0;D;;;;;False;;False;;;Fioul;;Collectif;a;n;;a;2025-12;62765;0301;627650301;H;H;6276501;62501;32;62
century-21-202_513_18677;pr;a;l;3;20;;1;405;;;0;0;0;1;D;214;50.95633;1.83403;0;6.0;;0.0;;0;C;1989.0;0.0;0.0;;False;;True;;;Électrique;;Individuel;a;n;;a;2025-12;62193;2001;621932001;H;A;6219301;62504;32;62
era-2-59658870;pr;a;l;3;45;;2;600;;;0;0;0;0;D;183;50.94429;1.85518;0;4.0;;;;0;A;;;;;;;;;;;;Individuel;a;n;;a;2025-12;62193;1501;621931501;H;A;6219301;62504;32;62
iad-france-1963871;pr;a;l;1;43;107.0;2;550;;;0;0;0;0;E;324;50.44594;2.72871;0;2.0;;1.0;False;0;B;1980.0;;;;False;;False;;;Électrique;Radiateur;Individuel;m;n;;a;2025-12;62186;0104;621860104;H;H;6218601;00756;32;62
ag595646-503278826;pr;a;l;0;16;;1;370;;;0;0;1;0;D;245;50.9488;1.87468;0;;;;;0;D;;;;;;;;;;Gaz;;;a;n;;a;2025-12;62193;1001;621931001;H;A;6219301;62504;32;62
ag595646-503278778;pr;m;l;0;80;;3;730;;;0;0;1;0;D;162;50.9488;1.87468;0;;;;;0;D;;;;;;;;;;;;;a;n;;m;2025-12;62193;1001;621931001;H;A;6219301;62504;32;62
ag595646-503278745;pr;m;l;0;61;;3;720;;;0;0;0;0;E;289;50.9488;1.87468;0;;;;;0;E;;;;;;;;;;Gaz;;;a;n;;m;2025-12;62193;1001;621931001;H;A;6219301;62504;32;62
ag595646-503278751;pr;a;l;0;47;;2;650;;;0;0;0;1;D;242;50.9488;1.87468;0;;;;;0;B;;;;;True;;;;;Électrique;;;a;n;;a;2025-12;62193;1001;621931001;H;A;6219301;62504;32;62
ag595646-503278763;pr;a;l;1;36;;2;500;;;0;0;1;0;D;233;50.9488;1.87468;0;;;;;0;B;;;;;;;;;;Électrique;;;a;n;;a;2025-12;62193;1001;621931001;H;A;6219301;62504;32;62
ag595646-503278802;pr;a;l;3;42;;2;700;;;0;1;0;0;D;191;50.9488;1.87468;0;;;1.0;True;0;D;;;;;;;True;;;Électrique;;;a;n;;a;2025-12;62193;1001;621931001;H;A;6219301;62504;32;62
ag595646-503278823;pr;a;l;1;20;;1;350;;;0;0;1;0;D;204;50.9488;1.87468;0;;;;;0;D;;;;;;;;;;Gaz;;;a;n;;a;2025-12;62193;1001;621931001;H;A;6219301;62504;32;62
ag595646-503278829;pr;a;l;0;15;;1;300;;;0;0;0;0;E;235;50.9488;1.87468;0;;;;;0;D;;;;;;;;;;;;;a;n;;a;2025-12;62193;1001;621931001;H;A;6219301;62504;32;62
ag595646-503278739;pr;a;l;1;11;;1;380;;;0;0;1;0;NS;;50.9488;1.87468;0;;;;;0;NS;;;;;;;;;;Électrique;;;a;n;;a;2025-12;62193;1001;621931001;H;A;6219301;62504;32;62
ag595646-501877574;pr;m;l;0;92;;5;900;;;0;0;0;0;D;217;50.9488;1.87468;0;;;;;0;D;;;;;;;;;;;;;a;n;8.0;m;2025-12;62193;1001;621931001;H;A;6219301;62504;32;62
century-21-202_513_18681;pr;a;l;0;38;;2;650;;;0;0;1;0;D;221;50.95848;1.8422;0;4.0;;0.0;;0;D;;1.0;0.0;;False;;False;;;Gaz;;Central;a;n;;a;2025-12;62193;1902;621931902;H;A;6219301;62504;32;62
century-21-202_513_18675;pr;a;l;3;75;;3;750;;;0;0;0;1;D;230;50.94759;1.85489;0;4.0;;0.0;;0;B;2005.0;1.0;0.0;;False;;True;;;Électrique;;Individuel;a;n;;a;2025-12;62193;1801;621931801;H;A;6219301;62504;32;62
ag595646-501877454;pr;a;l;2;120;;5;350;;;0;1;0;0;E;268;50.9488;1.87468;0;;;;;0;E;;;;;;;;;;;;;a;n;8.0;a;2025-12;62193;1001;621931001;H;A;6219301;62504;32;62
ag595646-503278814;pr;a;l;1;73;;4;320;;;0;0;0;0;C;137;50.9488;1.87468;0;;;;;0;B;;;;;;;;;;Gaz;;;a;o;;a;2025-12;62193;1001;621931001;H;A;6219301;62504;32;62
