idannonce,url_annonce,idagence,idtiers,idPublication,type_annonceur,categorie_annonceur,typedebien,naturebien,typedetransaction,codepostal,codeinsee,ville,idQuartier,nomQuartier,adresse,etage,nb_etages,surface,surface_terrain,nb_chambres,nb_pieces,idtypechauffage,chauffage_energie,chauffage_systeme,chauffage_mode,idtypecommerce,idtypecuisine,prix_bien,prix_maison,prix_terrain,mensualiteFinance,si_balcon,si_sdbain,si_sdEau,balcon,surface_balcon,eau,bain,dpeL,dpeC,mapBoundingboxNortheastLatitude,mapBoundingboxNortheastLongitude,mapBoundingboxSouthwestLatitude,mapBoundingboxSouthwestLongitude,mapCoordonneesLatitude,mapCoordonneesLongitude,mapPoly,logoAgence,nomAgence,urlAgence,telNumber,nom_promoteur,nom_programme,nb_photos,date_first_observation,ges_valeur,ges_class,annee_construction,parking,places_parking,cave,exposition,nb_toilettes,nb_terraces,porte_digicode,ascenseur,logement_neuf,nb_logements_copro,charges_copro,visite_virtuelle,piscine,prix_m_carre,annonce_exclusive,nom_du_reseau
immo-facile-99933644871,,,,11004,Pro,Agence,Maison/Villa,,Vente,85270,85226,Saint-Hilaire-de-Riez,,FradiniÃ¨re - Pissot,,,,133,1074,5,6,radiateur gaz ,Gaz,Radiateur,,,,210500,,,,,,,,,1,1.0,VI,,,,,,46.73990131419464,-1.9524253497451582,,,,,,,,4,2020-01-22 20:19:29.192350,,VI,,,,,Est-Ouest,2,,,,Non,,,NA,,1503.7593984962407,Non,Nestenn
immo-facile-99933705489,,,,3581,Pro,Agence,Maison/Villa,,Vente,85460,85001,L'Aiguillon-sur-Mer,,L'Aiguillon-sur-Mer,,,,132,455,4,7,Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,239900,,,,,,,,,1,,E,247,,,,,46.33258915181725,-1.309787345397927,,,,,,,,9,2020-01-22 20:19:29.192350,8,B,1948.0,,,FALSE,,2,1.0,FALSE,,Non,,,NA,Non,1742.4242424242425,Non,
immo-facile-34754532,,,,694BC,Pro,Agence,Maison/Villa,,Vente,85300,85047,Challans,,Route de Cholet - Route de la Roche-sur-Yon,,,,140,2192,3,5,mixte Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,365000,,,,,,,,,,1.0,D,190,,,,,46.82994451598896,-1.9032268535028853,,,,,,,,10,2020-01-22 20:19:29.192350,8,B,2003.0,,,,,1,,,,Non,,,NA,,2500.0,Non,
immo-facile-99932874343,,,,11034,Pro,Agence,Maison/Villa,,Vente,85800,85222,Saint-Gilles-Croix-de-Vie,,Saint-Gilles-Croix-de-Vie,,,1,131,297,4,6,radiateur gaz ,Gaz,Radiateur,,,,518500,,,,,,,,,1,1.0,C,131,,,,,46.70313267326862,-1.9367044900149457,,,,,,,,12,2020-01-22 20:19:29.192350,32,D,1962.0,,3.0,,,2,1.0,FALSE,,Non,,,NA,Non,3816.793893129771,Non,
hektor-achetezvendeeim-669,,,,1275V,Pro,Agence,Maison/Villa,,Vente,85210,85223,Sainte-Hermine,,Sainte-Hermine,,,2,132,3682,3,4,radiateur gaz ,Gaz,Radiateur,,,,173250,,,,,,,,,3,1.0,VI,,,,,,46.566529045956855,-1.091574587787734,,,,,,,,10,2020-01-22 20:19:29.192350,,VI,1900.0,,,FALSE,,1,,,,Non,,,NA,Non,1250.0,Non,Av Immo Achetez VendÃ©e Immobilier
immo-facile-34253483,,,,631BC,Pro,Agence,Maison/Villa,,Vente,85300,85047,Challans,,Saint Dominique - Route des Sables d'Olonne,,,,131.59,1438,4,6,radiateur Ã©lectrique individuel ,Ã‰lectrique,Radiateur,Individuel,,,329000,,,,,,,,,,1.0,D,187,,,,,46.8289227771122,-1.888839163396903,,,,,,,,11,2020-01-22 20:19:29.192350,8,B,1991.0,,,,,2,,,,Non,,,NA,,2393.798920890645,Non,
immo-facile-adresse-10910485,,,,5421,Pro,Agence,Maison/Villa,,Vente,85430,85026,La BoissiÃ¨re-des-Landes,,La BoissiÃ¨re-des-Landes,,,,132,740,4,5,Ã©lectrique ,Ã‰lectrique,,,,,210300,,,,,,,,,,,VI,,,,,,46.55923258709796,-1.4700528669469846,,,,,,,,11,2020-01-22 20:19:29.192350,,VI,2004.0,,,,,,,,,Non,,,NA,Non,1593.1818181818182,Non,L'ADRESSE
immo-facile-adresse-10906694,,,,RC15044,Pro,Agence,Maison/Villa,,Vente,85170,85178,Le PoirÃ©-sur-Vie,,Le PoirÃ©-sur-Vie,,,1,135,4086,3,5,individuel ,,,Individuel,,,327150,,,,,,,,,1,1.0,D,195,,,,,46.74212775342826,-1.467193390023775,,,,,,,,11,2020-01-22 20:19:29.192350,8,B,1976.0,,5.0,TRUE,,2,,,,Non,,,Oui,Oui,2423.3333333333335,Non,L'ADRESSE
immo-facile-adresse-10493045,,,,6860,Pro,Agence,Maison/Villa,,Vente,85340,85166,Olonne-sur-Mer,,BrÃ©choire - La GarnaudiÃ¨re - La BauduÃ¨re - La PenouilliÃ¨re,,,,135,1460,3,5,Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,361900,,,,,,,,,,1.0,D,198,,,,,46.5482148732702,-1.7949403099479173,,,,,,,,14,2020-01-22 20:19:29.192350,9,B,1985.0,,,,Est-Ouest,1,2.0,FALSE,,Non,,,NA,Oui,2592.5925925925926,Non,L'ADRESSE
immo-facile-adresse-10904786,,,,6857,Pro,Agence,Maison/Villa,,Vente,85100,85194,Les Sables-d'Olonne,,Les Agaures - Le Perclus - La BernadiÃ¨re,,,,139,577,4,5,mixte gaz individuel ,Gaz,,Individuel,,,652000,,,,,,,,,1,1.0,B,86,,,,,46.50902460470063,-1.797878708888676,,,,,,,,14,2020-01-22 20:19:29.192350,20,C,2001.0,,,,,2,,,,Non,,,NA,Oui,4532.374100719425,Non,L'ADRESSE
immo-facile-34014207,,,,1424-2,Pro,Agence,Maison/Villa,,Vente,85800,85222,Saint-Gilles-Croix-de-Vie,,Saint-Gilles-Croix-de-Vie,,,,131.38,297,4,5,radiateur gaz individuel ,Gaz,Radiateur,Individuel,,,519000,,,,,,,,,2,,C,131,,,,,46.70313267326862,-1.9367044900149457,,,,,,,,13,2020-01-22 20:19:29.192350,32,D,1962.0,,,,,5,,,,Non,,,NA,,3950.3729639214494,Non,
hektor-cabinetfruchet-10787,,,,5681,Pro,Agence,Maison/Villa,,Vente,85480,85232,Saint-Hilaire-le-Vouhis,,Saint-Hilaire-le-Vouhis,,,2,140,843,4,5,radiateur fuel individuel ,Fioul,Radiateur,Individuel,,,96300,,,,,,,,,1,1.0,D,152,,,,,46.68690545628978,-1.1212441361859284,,,,,,,,11,2020-01-22 20:19:29.192350,36,E,,,,FALSE,,,,,,Non,,,NA,Non,642.8571428571429,Non,Cabinet Fruchet
immo-facile-31590356,,,,02067e,Pro,Agence,Maison/Villa,,Vente,85580,85104,Grues,,Grues,,,,134.2,2625,4,5,Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,346200,,,,,,,,,2,,D,228,,,,,46.388783279228136,-1.315035163069778,,,,,,,,10,2020-01-22 20:19:29.192350,13,C,1977.0,,,TRUE,,2,1.0,,,Non,,,NA,Oui,2459.016393442623,Non,
square-habitat-0200C1BB-B8CE-4A71-BA52-C78B18FDA961,,,,CD-54532-S-1790,Pro,Agence,Maison/Villa,,Vente,85280,85089,La FerriÃ¨re,,La FerriÃ¨re,,,,138.87,7524,3,6,radiateur fuel individuel ,Fioul,Radiateur,Individuel,,,300675,,,,,,,,,1,,D,169,,,,,46.72708044298716,-1.3269705065794057,,,,,,,,8,2020-01-22 20:19:29.192350,50,E,,,4.0,TRUE,Est-Ouest,1,,FALSE,,Non,,,NA,Oui,2052.2791099589545,Non,Square Habitat CrÃ©dit Agricole
immo-facile-adresse-10763347,,,,4120,Pro,Agence,Maison/Villa,,Vente,85520,85278,Saint-Vincent-sur-Jard,,Saint-Vincent-sur-Jard,,,,139,1439,3,5,mixte Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,375500,,,,,,,,,1,1.0,D,200,,,,,46.44592785768756,-1.5589796784130687,,,,,,,,17,2020-01-22 20:19:29.192350,11,C,2006.0,,,,,2,,,,Non,,,NA,Oui,2701.438848920863,Non,L'ADRESSE
immo-facile-32270541,,,,6750,Pro,Agence,Maison/Villa,,Vente,85150,85236,Saint-Julien-des-Landes,,Saint-Julien-des-Landes,,,,136,784,4,6,,,,,,,275000,,,,,,,,,,,C,,,,,,46.6342921640608,-1.7142589163753035,,,,,,,,14,2020-01-22 20:19:29.192350,,D,,,,,,,,,,Non,,,NA,,2022.0588235294117,Non,
orpi-1-117009E1DHSI,,,,117009E1DHSI,Pro,Agence,Maison/Villa,,Vente,85460,85001,L'Aiguillon-sur-Mer,,L'Aiguillon-sur-Mer,,,,135,511,3,5,individuel,,,Individuel,,,229460,,,,,,,,,,,,,,,,,46.33642673504652,-1.3062633269184094,,,,,,,,7,2020-01-22 20:19:29.192350,,,,,,,,,,,,Non,,,NA,,1699.7037037037037,Non,Orpi
hektor-immovendeenne-696,,,,1038,Pro,Agence,Maison/Villa,,Vente,85160,85234,Saint-Jean-de-Monts,,Saint-Jean-de-Monts,,,1.0,133.89,780,3,7,,,,,,,397000,,,,,,,,,2.0,,B,58.0,,,,,0.0,0.0,,,,,,,,22,2020-01-22 20:19:29.192350,36.0,E,2017.0,,,FALSE,Est-Ouest,2.0,1.0,,,Non,,,NA,,2853.0883561132277,Non,L'ImmobiliÃ¨re Vendeenne
immo-facile-31864361,,,,13596,Pro,Agence,Maison/Villa,,Vente,85460,85307,La Faute-sur-Mer,,La Faute-sur-Mer,,,,134,1150,4,6,Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,288400,,,,,,,,,2.0,,D,201.0,,,,,46.32977518857696,-1.3133055711781267,,,,,,,,10,2020-01-22 20:19:29.192350,10.0,B,2008.0,,2.0,,,2.0,1.0,,,Non,,,NA,,2089.5522388059703,Non,
square-habitat-712ABEB4-C0DF-4B3A-8828-0D9D45EBD9A5,,,,C-52268-S-1412,Pro,Agence,Maison/Villa,,Vente,85160,85234,Saint-Jean-de-Monts,,Garenne - Gatonneau - Beau SÃ©jour,,,,139,1495,4,7,radiateur fuel individuel ,Fioul,Radiateur,Individuel,,,421135,,,,,,,,,1.0,1.0,C,137.0,,,,,46.79511366408171,-2.037669902059684,,,,,,,,7,2020-01-22 20:19:29.192350,31.0,D,,,,TRUE,Nord Sud Est,2.0,1.0,FALSE,,Non,,,NA,Non,2899.2805755395684,Non,Square Habitat CrÃ©dit Agricole
ag850426-188549584,,,,1_2379,Pro,Agence,Maison/Villa,,Vente,85320,85135,Mareuil-sur-Lay-Dissais,,Mareuil-sur-Lay-Dissais,,,,133,7212,3,7,Ã©lectricitÃ© ,Ã‰lectrique,,,,,220290,,,,FALSE,,,,,,,E,276.0,,,,,46.53129863574433,-1.228283807134465,,,,,,,,12,2020-01-22 20:19:29.192350,15.0,C,,,2.0,FALSE,Est,,,,,Non,,,NA,,1578.9473684210527,Non,Philippe Brochard Immobilier
immo-facile-22888049,,,,568-9,Pro,Agence,Maison/Villa,,Vente,85220,85070,CoÃ«x,,CoÃ«x,,,,138,1771,3,6,mixte individuel ,,,Individuel,,,376200,,,,,,,,,2.0,1.0,VI,,,,,,46.71132475312443,-1.764178777427235,,,,,,,,11,2020-01-22 20:19:29.192350,,VI,2000.0,,,,,2.0,,,,Non,,,NA,,2726.086956521739,Non,
immo-facile-adresse-10311638,,,,4289jb,Pro,Agence,Maison/Villa,,Vente,85220,85070,CoÃ«x,,CoÃ«x,,,,138,1771,3,5,mixte individuel ,,,Individuel,,,379230,,,,,,,,,,1.0,B,74.0,,,,,46.71132475312443,-1.764178777427235,,,,,,,,11,2020-01-22 20:19:29.192350,3.0,A,2000.0,,,,,2.0,,,,Non,,,Oui,,2748.0434782608695,Non,L'ADRESSE
immo-facile-adresse-10280863,,,,5438,Pro,Agence,Maison/Villa,,Vente,85540,85201,Saint-Benoist-sur-Mer,,Saint-Benoist-sur-Mer,,,1.0,136,776,3,5,Ã©lectrique ,Ã‰lectrique,,,,,189500,,,,,,,,,,,D,189.0,,,,,46.419730917859226,-1.359439922509638,,,,,,,,14,2020-01-22 20:19:29.192350,4.0,A,1900.0,,,,,,,,,Non,,,NA,Non,1393.3823529411766,Non,L'ADRESSE
orpi-1-117906E1J72E,,,,117906E1J72E,Pro,Agence,Maison/Villa,,Vente,85180,85194,Les Sables-d'Olonne,,Sous-prÃ©fecture - La Chaume,,,,140,767,4,5,individuel,,,Individuel,,,644000,,,,,,,,,,2.0,C,127.0,,,,,46.48774253294409,-1.7935822759237283,,,,,,,,9,2020-01-22 20:19:29.192350,22.0,D,,,2.0,,,,,,,Non,,,NA,,4428.571428571428,Non,Orpi
adapt-immo-8500262324,,,,8500262324,Pro,Agence,Maison/Villa,,Vente,85520,85114,Jard-sur-Mer,,Jard-sur-Mer,,,,132,660,3,5,,,,,,,260000,,,,,,,1.0,,2.0,,E,231.0,,,,,46.41633969384933,-1.568312728797517,,,,,,,,4,2020-01-22 20:19:29.192350,14.0,C,,,2.0,TRUE,,2.0,,,,Non,,,NA,Non,1969.6969696969697,Non,AXO ET ACTIFS - A&A Immobilier
immo-facile-22895338,,,,1105,Pro,Agence,Maison/Villa,,Vente,85580,85297,Triaize,,Triaize,,,,133.46,1578,3,4,mixte Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,228800,,,,,,,,,1.0,1.0,VI,,,,,,46.40114711450682,-1.1964783851198675,,,,,,,,4,2020-01-22 20:19:29.192350,,VI,2006.0,,,,,2.0,1.0,,,Non,,,NA,,1648.4339877116738,Non,
immo-facile-adresse-10110396,,,,3226PL,Pro,Agence,Maison/Villa,,Vente,85800,85222,Saint-Gilles-Croix-de-Vie,,Saint-Gilles-Croix-de-Vie,,,,134,1031,4,6,radiateur fuel individuel ,Fioul,Radiateur,Individuel,,,384300,,,,,,,,,1.0,1.0,C,135.0,,,,,46.69383651849168,-1.914384949915788,,,,,,,,4,2020-01-22 20:19:29.192350,40.0,E,1978.0,,,,,2.0,,,,Non,,,NA,,2867.910447761194,Non,L'ADRESSE
immo-facile-34675757,,,,02417g,Pro,Agence,Maison/Villa,,Vente,85750,85004,Angles,,Angles,,,,139.59,617,3,5,mixte individuel ,,,Individuel,,,252600,,,,,,,,,,1.0,C,120.0,,,,,46.4149800031602,-1.383643957423496,,,,,,,,12,2020-01-22 20:19:29.192350,5.0,A,2009.0,,,,,1.0,1.0,,,Non,,,NA,,1719.3208682570385,Non,
ag440414-232148410,,,,222932FVO,Pro,Mandataire,Maison/Villa,,Vente,85110,85266,Saint-Prouant,,Saint-Prouant,,,1.0,135,1245,3,6,radiateur Ã©lectricitÃ© ,Ã‰lectrique,Radiateur,,,,185000,,,,,,,,,1.0,,NS,,,,,,0.0,0.0,,,,,,,,14,2020-01-22 20:19:29.192350,,,,,6.0,,,2.0,,FALSE,,Non,,,NA,Non,1370.3703703703704,Non,Proprietes Privees
hektor-achetezvendeeim-250,,,,1300V,Pro,Agence,Maison/Villa,,Vente,85210,85223,Sainte-Hermine,,Sainte-Hermine,,,,138.16,447,3,8,radiateur Ã©lectrique ,Ã‰lectrique,Radiateur,,,,137150,,,,,,,,,,,C,123.0,,,,,46.5612197921081,-1.0515658392065372,,,,,,,,10,2020-01-22 20:19:29.192350,32.0,D,1900.0,,,FALSE,Est,2.0,,,,Non,,,NA,,992.6896352055588,Non,Av Immo Achetez VendÃ©e Immobilier
ag441757-229911733,,,,VM5160-DURET,Pro,Agence,Maison/Villa,,Vente,85190,85300,Venansault,,Venansault,,,,134,1933,4,4,Ã©lectricitÃ© individuel,Ã‰lectrique,,Individuel,,,198900,,,,FALSE,,,,,1.0,1.0,D,169.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hektor-LAFAUTESURMER-17624,,,,2602,Pro,Agence,Maison/Villa,,Vente,85460,85307,La Faute-sur-Mer,,La Faute-sur-Mer,,,1.0,137,640,4,8,radiateur Ã©lectrique individuel ,Ã‰lectrique,Radiateur,Individuel,,,280900,,,,,,,,,,2.0,E,301.0,,,,,46.317437445893965,-1.3014049524818503,,,,,,,,8,2020-01-22 20:19:29.192350,17.0,C,,,,FALSE,,2.0,,,,Non,,,NA,Non,1934.3065693430658,Non,Agence De La Plage
adapt-immo-8500260996,,,,8500260996,Pro,Agence,Maison/Villa,,Vente,85130,85119,Les Landes-Genusson,,Les Landes-Genusson,,,1.0,140,900,4,6,,,,,,,142000,,,,,,,,,1.0,1.0,D,167.0,,,,,46.9822339785449,-1.0980227903323292,,,,,,,,6,2020-01-22 20:19:29.192350,9.0,B,,,,TRUE,,1.0,,,,Non,,,NA,Non,964.2857142857143,Non,AXO ET ACTIFS - A&A Immobilier
hektor-9_compagnie-immo-819,,,,9_JBVMA120000819,Pro,Agence,Maison/Villa,,Vente,85700,85090,La FlocelliÃ¨re,,La FlocelliÃ¨re,,,2.0,140,1370,4,6,,,,,,,131580,,,,,,,,,,,,,,,,,46.82527813846867,-0.8600756661039817,,,,,,,,11,2020-01-22 20:19:29.192350,,,,,,FALSE,,,,,,Non,,,NA,Non,939.8571428571429,Non,Ma Compagnie ImmobiliÃ¨re
hektor-lagenceimmobilierebouin-720,,,,1422,Pro,Agence,Maison/Villa,,Vente,85670,85086,Falleron,,Falleron,,,,140,25000,3,6,fuel ,Fioul,,,,,199500,,,,,,,,,1.0,,D,168.0,,,,,46.88059797463816,-1.6889726457719816,,,,,,,,6,2020-01-22 20:19:29.192350,47.0,E,1975.0,,,FALSE,,1.0,,,,Non,,,NA,,1425.0,Non,L'Agence ImmobiliÃ¨re Bouin
ag850823-223106395,,,,VM4896-DURET,Pro,Agence,Maison/Villa,,Vente,85430,85161,Nieul-le-Dolent,,Nieul-le-Dolent,,,2.0,136,985,5,7,individuel,,,Individuel,,,306500,,,,FALSE,,,,,1.0,1.0,NS,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hektor-Herbreteau-Immobilier-10485,,,,758,Pro,Agence,Maison/Villa,,Vente,85100,85194,Les Sables-d'Olonne,,La Chaume,,,2.0,139.5,571,3,6,radiateur individuel ,,Radiateur,Individuel,,,367000,,,,,,,,,1.0,1.0,E,308.0,,,,,46.49747578292558,-1.8151427070652353,,,,,,,,4,2020-01-22 20:19:29.192350,18.0,C,1980.0,,,FALSE,,3.0,2.0,,,Non,,,NA,Oui,2630.8243727598565,Non,Herbreteau Immobilier
apimo-3282758,,,,4620,Pro,Agence,Maison/Villa,,Vente,85570,85274,Saint-ValÃ©rien,,Saint-ValÃ©rien,,,,136,828,4,6,Radiateur Fioul / Mazout ,Fioul,Radiateur,,,,152000,,,,,,,,,,,,,,,,,46.53022434246537,-0.950262490872424,,,,,,,,13,2020-01-22 20:19:29.192350,,,,,,,,,,,,Non,,,Oui,,1117.6470588235295,,
immo-facile-adresse-9455299,,,,37107,Pro,Agence,Maison/Villa,,Vente,85230,85221,Saint-Gervais,,Saint-Gervais,,,,135,1768,3,5,Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,294700,,,,,,,,,,1,E,271,,,,,46.90210747559437,-1.9943944871791814,,,,,,,,8,2020-01-22 20:19:29.192350,15,C,1981,,,,,1,,,,Non,,,NA,Oui,2182.962962962963,Non,L'ADRESSE
ag440414-214727463,,,,212168PER,Pro,Mandataire,Maison/Villa,,Vente,85700,85182,Pouzauges,,Pouzauges,,,,140,1024,3,5,fuel individuel,Fioul,,Individuel,,,137990,,,,,,,,,,1,D,195,,,,,0.0,0.0,,,,,,,,13,2020-01-22 20:19:29.192350,58,F,,,1.0,,,1,,FALSE,,Non,,,NA,Non,985.6428571428571,Non,Proprietes Privees
immo-facile-adresse-10893235,,,,4172,Pro,Agence,Maison/Villa,,Vente,85750,85004,Angles,,Angles,,,,135,624,4,6,Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,252900,,,,,,,,,1.0,1,D,177,,,,,46.407190565005635,-1.4030435519986937,,,,,,,,12,2020-01-22 20:19:29.192350,7,B,2007,,,,Est-Ouest,1,,,,Non,,,NA,,1873.3333333333333,Non,L'ADRESSE
hektor-lagenceimmobilierebouin-681,,,,1372,Pro,Agence,Maison/Villa,,Vente,85710,85024,Bois-de-CÃ©nÃ©,,Bois-de-CÃ©nÃ©,,,,137,1200,4,7,radiateur Ã©lectrique individuel ,Ã‰lectrique,Radiateur,Individuel,,,192000,,,,,,,,,,,D,220,,,,,46.92802638614091,-1.889767272174442,,,,,,,,5,2020-01-22 20:19:29.192350,12,C,1983,,,FALSE,Nord-Sud,,,,,Non,,,NA,Non,1401.4598540145985,Non,L'Agence ImmobiliÃ¨re Bouin
hektor-Herbreteau-Immobilier-9628,,,,735,Pro,Agence,Maison/Villa,,Vente,85340,85112,L'ÃŽle-d'Olonne,,L'ÃŽle-d'Olonne,,,,136,27592,5,6,gaz individuel ,Gaz,,Individuel,,,367000,,,,,,,,,1.0,,E,238,,,,,46.584123587234636,-1.7996681647176644,,,,,,,,13,2020-01-22 20:19:29.192350,43,E,,,,FALSE,,1,,,,Non,,,NA,,2573.529411764706,Non,Herbreteau Immobilier
ag133675-210093279,,,,22621DHI706,Pro,Agence,Maison/Villa,,Vente,85160,85234,Saint-Jean-de-Monts,,Saint-Jean-de-Monts,,,,132,668,3,5,,,,,,,394800,,,,FALSE,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
century-21-202_2373_14012,,,,14012,Pro,Agence,Maison/Villa,,Vente,85610,85076,Cugand,,Cugand,,,,136,1629,3,6,Gaz de ville Radiateur Gaz,Gaz,Radiateur,,,,137000,,,,,,,0.0,,1.0,0,D,200,,,,,0.0,0.0,,,,,,,,8,2020-01-22 20:19:29.192350,30,D,,,0.0,,,,1.0,,,Non,,,NA,Non,1007.3529411764706,Oui,Century 21
ag850693-206660151,,,,1339545,Pro,Agence,Maison/Villa,,Vente,85330,85163,Noirmoutier-en-l'ÃŽle,,Centre-ville - Cinq Chemins,,,,137,512,4,6,,,,,,,478000,,,,FALSE,,,,,,3,,,,,,,47.00354347450237,-2.2366403031562143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hektor-PULLMANN-332,,,,751,Pro,Agence,Maison/Villa,,Vente,85520,85114,Jard-sur-Mer,,Jard-sur-Mer,,,1.0,140,655,3,6,individuel ,,,Individuel,,,350000,,,,,,,,,1.0,,D,227,,,,,46.420548891995736,-1.5920074709564003,,,,,,,,8,2020-01-22 20:19:29.192350,11,C,1990,,,TRUE,,,,,,Non,,,NA,Non,2428.5714285714284,Non,Pullmann Immobilier
hektor-cabinetfruchet-9494,,,,5604,Pro,Agence,Maison/Villa,,Vente,85120,85059,La ChÃ¢taigneraie,,La ChÃ¢taigneraie,,,2.0,132,850,3,5,radiateur Ã©lectrique individuel ,Ã‰lectrique,Radiateur,Individuel,,,90950,,,,,,,,,1.0,,D,152,,,,,46.64377101356468,-0.7445713446850709,,,,,,,,7,2020-01-22 20:19:29.192350,31,D,,,,TRUE,Sud-Est-Ouest,1,,,,Non,,,NA,Non,643.939393939394,Non,Cabinet Fruchet
immo-facile-30249449,,,,01898Mw,Pro,Agence,Maison/Villa,,Vente,85540,85277,Saint-Vincent-sur-Graon,,Saint-Vincent-sur-Graon,,,,134,1400,4,7,fuel ,Fioul,,,,,159000,,,,,,,,,1.0,1,C,145,,,,,46.509515588140395,-1.3858423829677688,,,,,,,,7,2020-01-22 20:19:29.192350,40,E,,,,,,2,,,,Non,,,NA,,1119.402985074627,Non,
ag850680-195608449,,,,1322530,Pro,Agence,Maison/Villa,,Vente,85160,85234,Saint-Jean-de-Monts,,Rue Notre-Dame - Bois Joly - Vredon - Vacherie - Tonnelle,,,,133,668,3,5,au sol individuel,,Sol,Individuel,,,399000,,,,,,,,,2.0,,C,100,,,,,46.806113913999276,-2.077211300307025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
immo-facile-30737465,,,,6729,Pro,Agence,Maison/Villa,,Vente,85490,85020,Benet,,Benet,,,1.0,140,2538,4,6,,,,,,,198550,,,,,,,,,,,D,218,,,,,46.349611872665385,-0.6473070712348868,,,,,,,,10,2020-01-22 20:19:29.192350,10,B,,,,,Sud,,,,,Non,,,Oui,,1357.142857142857,Non,
immo-facile-30356431,,,,6707,Pro,Agence,Maison/Villa,,Vente,85240,85306,Xanton-Chassenon,,Xanton-Chassenon,,,2.0,140,868,3,7,radiateur fuel individuel ,Fioul,Radiateur,Individuel,,,95850,,,,,,,,,,1,VI,,,,,,46.461078862480896,-0.6972447194592737,,,,,,,,12,2020-01-22 20:19:29.192350,,G,1872,,3.0,FALSE,Est,1,,,,Non,,,Oui,Non,642.8571428571429,Non,
hektor-cabinetfruchet-6841,,,,5526,Pro,Agence,Maison/Villa,,Vente,85110,85051,Chantonnay,,Chantonnay,,,2.0,132,928,3,6,Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,190800,,,,,,,,,2.0,1,,,,,,,46.67946056575276,-1.0457763037166674,,,,,,,,8,2020-01-22 20:19:29.192350,,,2019,,,FALSE,Est-Ouest,2,,,,Non,,,NA,,1363.6363636363637,Non,Cabinet Fruchet
immo-facile-25352159,,,,5748,Pro,Agence,Maison/Villa,,Vente,85420,85168,Oulmes,,Oulmes,,,,140,931,4,6,,,,,,,157500,,,,,,,,,,1,D,224,,,,,46.39202053354046,-0.6646218485151131,,,,,,,,8,2020-01-22 20:19:29.192350,11,C,,,,,Sud,,,,,Non,,,Oui,,1071.4285714285713,Non,
hektor-lagenceimmobilierebouin-573,,,,1264,Pro,Agence,Maison/Villa,,Vente,85300,85284,Soullans,,Soullans,,,,134,2100,3,7,individuel ,,,Individuel,,,278000,,,,,,,,,1.0,1,,,,,,,46.803954231575446,-1.9052594724447125,,,,,,,,3,2020-01-22 20:19:29.192350,,,,,,FALSE,Nord-Sud,1,1.0,,,Non,,,Oui,Non,2074.626865671642,Non,L'Agence ImmobiliÃ¨re Bouin
ag850680-153366024,,,,1250745,Pro,Agence,Maison/Villa,,Vente,85160,85234,Saint-Jean-de-Monts,,Centre-ville - Vasais,,,,138,217,3,5,au sol Ã©lectricitÃ© individuel,Ã‰lectrique,Sol,Individuel,,,295500,,,,,,,,,1.0,,D,213,,,,,46.798964213341165,-2.0596699196580235,,,,,,,,9,2020-01-22 20:19:29.192350,10,B,,,,TRUE,,4,,,,Non,,,NA,,2141.304347826087,Non,Foncia
hektor-LATRANCHESURMER-722,,,,MAIS 85-928,Pro,Agence,Maison/Villa,,Vente,85360,85294,La Tranche-sur-Mer,,La Tranche-sur-Mer,,,,135,1122,3,6,radiateur ,,Radiateur,,,,365750,,,,,,,,,,1,E,315,,,,,46.34726786163967,-1.4458680639829498,,,,,,,,10,2020-01-22 20:19:29.192350,,,1970,,1.0,FALSE,Sud-Est-Ouest,,,,,Non,,,NA,,2592.5925925925926,Non,Agence De La Plage
immo-facile-adresse-9395067,,,,6950,Pro,Agence,Maison/Villa,,Vente,85340,85166,Olonne-sur-Mer,,La GarliÃ¨re - La Tonelle - Le Caillou Blanc - La PaillotiÃ¨re,,,,138,676,3,4,Ã©lectrique individuel ,Ã‰lectrique,,Individuel,,,259750,,,,,,,,,1.0,,D,221,,,,,46.52826137179002,-1.7925962548402583,,,,,,,,7,2020-01-22 20:19:29.192350,11,C,1985,,,,Sud,1,1.0,FALSE,,Non,,,NA,Non,1882.2463768115942,Non,L'ADRESSE
