Ville,Type_logement,Titre_annonce,ID_publication,ID_annonce,Code_postal,Code_INSEE,Surface,Prix,NB_pieces,nb_chambres,date_observation,heure-min,code_depart,annonce_exclusive,quartier,site_source,type_annonceur,categorie_annonceur,type_transaction,logement_neuf,prix_m_carre,statut_annonce
Saint-Michel-le-Cloucq,Maison/Villa,Maison Plain-pied Saint Michel Le Cloucq,220981CHJ,ag440414-229788790,85200,85256,150,209590,5,3,2020-01-22,20:19:29.192350,85,Non,Saint-Michel-le-Cloucq,bienici,Pro,Mandataire,Vente,Non,1350.0,Active
Chantonnay,Maison/Villa,Maison - 7 piece(s) - 145 m2,222785PER,ag440414-230094157,85110,85051,145,256640,7,4,2020-01-22,20:19:29.192350,85,Non,Chantonnay,bienici,Pro,Mandataire,Vente,Non,1769.9310344827586,Active
Le Boupère,Maison/Villa,Maison Le Boupère Centre- 3 Chambres - 145 m2,222674FVO,ag440414-229890013,85510,85031,145,179500,8,3,2020-01-22,20:19:29.192350,85,Non,Le Boupère,bienici,Pro,Mandataire,Vente,Non,1237.9310344827586,Active
Le Poiré-sur-Vie,Maison/Villa,Belle propriété au calme,2_AM2148,ag850426-219329523,85170,85178,142,330435,7,3,2020-01-22,20:19:29.192350,85,Non,Le Poiré-sur-Vie,bienici,Pro,Agence,Vente,Non,2327.007042253521,Active
Vouvant,Maison/Villa,Longère au coeur de la cité médiévale,387,immo-facile-33854616,85120,85305,150,343200,6,3,2020-01-22,20:19:29.192350,85,Non,Vouvant,bienici,Pro,Agence,Vente,Non,2288.0,Active
Brem-sur-Mer,Maison/Villa,Maison Brem Sur Mer,6381,immo-facile-adresse-10896146,85470,85243,150,340000,7,5,2020-01-22,20:19:29.192350,85,Oui,Brem-sur-Mer,bienici,Pro,Agence,Vente,Non,2266.6666666666665,Active
Saint-Christophe-du-Ligneron,Maison/Villa,,1_C0119M,hektor-1_vrignaudbiron-9856,85670,85204,144.52,195830,5,4,2020-01-22,20:19:29.192350,85,Oui,Saint-Christophe-du-Ligneron,bienici,Pro,Agence,Vente,Non,1355.0373650705783,Active
Mareuil-sur-Lay-Dissais,Maison/Villa,Maison Mareuil Sur Lay 5 pièce(s) 142.50 m2,211370JCF,ag440414-213512355,85320,85135,142,238000,5,3,2020-01-22,20:19:29.192350,85,Non,Mareuil-sur-Lay-Dissais,bienici,Pro,Mandataire,Vente,Non,1619.718309859155,Active
Sainte-Gemme-la-Plaine,Maison/Villa,Maison Sainte Gemme La Plaine 7 pièce(s) 150 m2,211046FDZ,ag440414-212766078,85400,85216,150,269000,7,4,2020-01-22,20:19:29.192350,85,Non,Sainte-Gemme-la-Plaine,bienici,Pro,Mandataire,Vente,Non,1793.3333333333333,Active
Le Perrier,Maison/Villa,Maison - Le Perrier,6637,immo-facile-adresse-10750762,85300,85172,142.84,300600,5,3,2020-01-22,20:19:29.192350,85,Non,Le Perrier,bienici,Pro,Agence,Vente,Non,1995.2394287314478,Active
Le Perrier,Maison/Villa,Maison - Le Perrier,6637ND,immo-facile-adresse-10852133,85300,85172,142.84,300600,5,3,2020-01-22,20:19:29.192350,85,Non,Le Perrier,bienici,Pro,Agence,Vente,Non,1995.2394287314478,Active
Le Perrier,Maison/Villa,Maison - Le Perrier,6637A,immo-facile-adresse-10852186,85300,85172,142.84,300600,5,3,2020-01-22,20:19:29.192350,85,Non,Le Perrier,bienici,Pro,Agence,Vente,Non,1995.2394287314478,Active
Dompierre-sur-Yon,Maison/Villa,Maison ferme rénovée, 150m2, 3 chambres  85000 DOMPIERRE SUR YON,207310LIC,ag440414-206452152,85170,85081,150,332770,7,3,2020-01-22,20:19:29.192350,85,Non,Dompierre-sur-Yon,bienici,Pro,Mandataire,Vente,Non,2218.4666666666667,Active
Nalliers,Maison/Villa,Maison  8 pièce(s) 150.83 m2,204354FDZ,ag440414-203029191,85370,85159,150,258750,8,4,2020-01-22,20:19:29.192350,85,Non,Nalliers,bienici,Pro,Mandataire,Vente,Non,1725.0,Active
Les Sables-d'Olonne,Maison/Villa,Maison de ville 6 pièces Les Sables D Olonne,3728,immo-facile-adresse-10741419,85100,85194,144,445000,6,5,2020-01-22,20:19:29.192350,85,Non,Passage - Remblai - Ile Penotte - Notre-Dame,bienici,Pro,Agence,Vente,Non,2986.1111111111113,Active
Sallertaine,Maison/Villa,- EXCLUSIVITE - SALLERTAINE -,6555,immo-facile-adresse-10705233,85300,85280,149.33,337900,6,4,2020-01-22,20:19:29.192350,85,Non,Sallertaine,bienici,Pro,Agence,Vente,Non,2176.3878658005756,Active
Le Gué-de-Velluire,Maison/Villa,Maison Le Gué De Velluire  6 pièce(s),5923,immo-facile-adresse-10409411,85770,85105,147.0,149950,6,4,2020-01-22,20:19:29.192350,85,Oui,Le Gué-de-Velluire,bienici,Pro,Agence,Vente,Non,1020.0680272108843,Active
Xanton-Chassenon,Maison/Villa,Maison Xanton Chassenon 148 m2,7001ABI,immo-facile-26111436,85240,85306,148.0,45000,4,2,2020-01-22,20:19:29.192350,85,Oui,Xanton-Chassenon,bienici,Pro,Agence,Vente,Non,270.27027027027026,Active
Velluire,Maison/Villa,Maison de village,7401417592,adapt-immo-7401417592,85770,85299,142.0,190000,6,3,2020-01-22,20:19:29.192350,85,Non,Velluire,bienici,Pro,Mandataire,Vente,Non,1338.0281690140846,Active
Mouzeuil-Saint-Martin,Maison/Villa,Proche FONTENAY-LE-COMTE à 40 Minutes des Plages,VM3924-MARANS-8,ag170484-234984958,85370,85158,149.0,142700,6,4,2020-01-22,20:19:29.192350,85,Non,Mouzeuil-Saint-Martin,bienici,Pro,Agence,Vente,Non,899.3288590604027,Active
Fontenay-le-Comte,Maison/Villa,FONTENAY LE COMTE,5573,guy-hoquet-immo-facile-2720813,85200,85092,146.0,186000,5,3,2020-01-22,20:19:29.192350,85,Non,Charzais - Granges - Ardennes,bienici,Pro,Agence,Vente,Non,1273.972602739726,Active
Luçon,Maison/Villa,LUCON,750FC,immo-facile-35212175,85400,85128,150.0,43000,1,,2020-01-22,20:19:29.192350,85,Oui,Luçon,bienici,Pro,Agence,Vente,Non,253.33333333333334,Active
Challans,Maison/Villa,,4513,century-21-202_2761_4513,85300,85047,147.0,369750,5,4,2020-01-22,20:19:29.192350,85,Non,Route de Cholet - Route de la Roche-sur-Yon,bienici,Pro,Agence,Vente,Non,2380.9523809523807,Active
Le Boupère,Maison/Villa,Maison Le Boupère  Centre - 4 Chambres + un bureau-150 m2,217306FVO,ag440414-221424217,85510,85031,150.0,149500,8,5,2020-01-22,20:19:29.192350,85,Non,Le Boupère,bienici,Pro,Mandataire,Vente,Non,996.6666666666666,Active
Saint-Gilles-Croix-de-Vie,Maison/Villa,Maison Saint Gilles Croix De Vie,1130-1,immo-facile-31340313,85800,85222,147.5,723000,5,4,2020-01-22,20:19:29.192350,85,Non,Saint-Gilles-Croix-de-Vie,bienici,Pro,Agence,Vente,Non,4901.6949152542375,Active
Mareuil-sur-Lay-Dissais,Maison/Villa,Maison 5 pièces,81_CGVMA840000684,hektor-81_compagnie-immo-684,85320,85135,142.0,241500,5,3,2020-01-22,20:19:29.192350,85,Non,Mareuil-sur-Lay-Dissais,bienici,Pro,Agence,Vente,Non,1700.7042253521126,Active
La Verrie,Maison/Villa,Maison La Verrie 6 pièces 143 m2, 4 chambres, en campagne,216676LGU,ag440414-220489911,85130,85302,143.0,129500,6,4,2020-01-22,20:19:29.192350,85,Oui,La Verrie,bienici,Pro,Mandataire,Vente,Non,905.5944055944055,Active
Coëx,Maison/Villa,Maison 145m2, 4 chambres, 1865m2  à COEX, 10mn de St Gilles,829,hektor-PULLMANN-420,85220,85070,145.0,285000,7,4,2020-01-22,20:19:29.192350,85,Non,Coëx,bienici,Pro,Agence,Vente,Non,1896.551724137931,Active
Jard-sur-Mer,Maison/Villa,,19 377,apimo-1353,85520,85114,145.0,549500,5,3,2020-01-22,20:19:29.192350,85,,Jard-sur-Mer,bienici,Pro,Agence,Vente,Non,3655.1724137931033,Active
Le Givre,Maison/Villa,TRES BELLE MAISON,02238Mbj,immo-facile-33718660,85540,85101,150.0,268200,5,4,2020-01-22,20:19:29.192350,85,Non,Le Givre,bienici,Pro,Agence,Vente,Non,1700.0,Active
Poiroux,Maison/Villa,Maison,8500256892,adapt-immo-8500256892,85440,85179,147.0,327000,7,6,2020-01-22,20:19:29.192350,85,Non,Poiroux,bienici,Pro,Agence,Vente,Non,2224.4897959183672,Active
Saint-Martin-de-Fraigneau,Maison/Villa,Maison Saint Martin De Fraigneau,3480,immo-facile-adresse-10717220,85200,85244,150.0,214000,6,3,2020-01-22,20:19:29.192350,85,Non,Saint-Martin-de-Fraigneau,bienici,Pro,Agence,Vente,Non,1366.6666666666667,Active
Angles,Maison/Villa,MAISON ANGLES - 5 pièce(s) - 148 m2,13724,immo-facile-31864417,85750,85004,148.0,258750,5,3,2020-01-22,20:19:29.192350,85,Non,Angles,bienici,Pro,Agence,Vente,Non,1689.1891891891892,Active
Olonne-sur-Mer,Maison/Villa,Jolie maison contemporaine 4 chambres,753,hektor-PULLMANN-340,85340,85166,142.0,398000,6,4,2020-01-22,20:19:29.192350,85,Non,Bréchoire - La Garnaudière - La Bauduère - La Penouillière,bienici,Pro,Agence,Vente,Non,2718.3098591549297,Active
Les Sables-d'Olonne,Maison/Villa,Maison Les Sables D Olonne,6510,immo-facile-adresse-10512840,85100,85194,145.0,449000,5,3,2020-01-22,20:19:29.192350,85,Non,La Chaume,bienici,Pro,Agence,Vente,Non,2993.103448275862,Active
Saint-Martin-de-Fraigneau,Maison/Villa,Maison  Saint Martin De Fraigneau,3628,immo-facile-adresse-10967196,85200,85244,148.0,139600,6,4,2020-01-22,20:19:29.192350,85,Non,Saint-Martin-de-Fraigneau,bienici,Pro,Agence,Vente,Non,878.3783783783783,Active
Challans,Maison/Villa,Excellent état,1380827,ag850682-234900220,85300,85047,149.0,274990,6,3,2020-01-22,20:19:29.192350,85,Non,Croix Maraud,bienici,Pro,Agence,Vente,Non,1845.5704697986578,Active
Les Sables-d'Olonne,Maison/Villa,A VENDRE - Maison Les Sables d'Olonne 4 pièces,M485,immo-facile-35162993,85100,85194,142.6,696800,4,3,2020-01-22,20:19:29.192350,85,Non,Les Roses - Route du Château d'Olonne,bienici,Pro,Agence,Vente,Non,4698.457223001403,Active
Lairoux,Maison/Villa,AUX PORTES DE LUCON ET DE L'OCEAN - LAIROUX -,3615,immo-facile-99933768531,85400,85117,150.0,174300,7,5,2020-01-22,20:19:29.192350,85,Non,Lairoux,bienici,Pro,Agence,Vente,Non,1123.3333333333333,Active
La Chaize-Giraud,Maison/Villa,Maison  7 pièce(s),6439,immo-facile-adresse-10960723,85220,85045,142,249000,7,4,2020-01-22,20:19:29.192350,85,Non,La Chaize-Giraud,bienici,Pro,Agence,Vente,Non,1753.5211267605634,Active
Les Sables-d'Olonne,Maison/Villa,Maison Les Sables D Olonne 6 pièce(s),6968,immo-facile-adresse-10999395,85100,85194,150,540000,6,4,2020-01-22,20:19:29.192350,85,Non,Gare,bienici,Pro,Agence,Vente,Non,3466.6666666666665,Active
Sallertaine,Maison/Villa,,4567,century-21-202_2761_4567,85300,85280,150,343750,6,3,2020-01-22,20:19:29.192350,85,Non,Sallertaine,bienici,Pro,Agence,Vente,Non,2166.6666666666665,Active
La Verrie,Maison/Villa,Maison La Verrie 8 pièces 145 m2,216182LGU,ag440414-232833853,85130,85302,145,224675,8,4,2020-01-22,20:19:29.192350,85,Non,La Verrie,bienici,Pro,Mandataire,Vente,Non,1549.4827586206898,Active
Mouilleron-en-Pareds,Maison/Villa,Jolie maison de plain-pied proche commerces et services,5742,hektor-cabinetfruchet-12221,85390,85154,143,212000,6,4,2020-01-22,20:19:29.192350,85,Non,Mouilleron-en-Pareds,bienici,Pro,Agence,Vente,Non,1398.6013986013986,Active
L'Aiguillon-sur-Mer,Maison/Villa,Charme de l'ancien,2646,hektor-LAFAUTESURMER-19579,85460,85001,145,265000,7,3,2020-01-22,20:19:29.192350,85,Non,L'Aiguillon-sur-Mer,bienici,Pro,Agence,Vente,Non,1724.1379310344828,Active
Coëx,Maison/Villa,Maison Coex 6 pièce(s) 145 m2,11043,immo-facile-99933665898,85220,85070,145,288500,6,4,2020-01-22,20:19:29.192350,85,Non,Coëx,bienici,Pro,Agence,Vente,Non,1896.551724137931,Active
Luçon,Maison/Villa,LUCON,3373,immo-facile-99933212440,85400,85128,141,394520,5,3,2020-01-22,20:19:29.192350,85,Non,Luçon,bienici,Pro,Agence,Vente,Non,2695.0354609929077,Active
Le Fenouiller,Maison/Villa,Maison Le Fenouiller 6 pièce(s) 148 m²,11132,immo-facile-99932856219,85800,85088,148,503200,6,4,2020-01-22,20:19:29.192350,85,Non,Le Fenouiller,bienici,Pro,Agence,Vente,Non,3277.027027027027,Active
Les Sables-d'Olonne,Maison/Villa,Maison Les Sables D Olonne,6940,immo-facile-adresse-10954685,85100,85194,142.66,404800,5,3,2020-01-22,20:19:29.192350,85,Non,Les Agaures - Le Perclus - La Bernadière,bienici,Pro,Agence,Vente,Non,2733.7726061965514,Active
L'Île-d'Elle,Maison/Villa,MAISON avec toiture et ouvertures neuves,VM4134-MARANS,ag170484-226546456,85770,85111,150,128000,5,4,2020-01-22,20:19:29.192350,85,Non,L'Île-d'Elle,bienici,Pro,Agence,Vente,Non,800.0,Active
Sallertaine,Maison/Villa,Maison d'architecte de 150m2,1404,hektor-lagenceimmobilierebouin-706,85300,85280,150,337700,6,4,2020-01-22,20:19:29.192350,85,Non,Sallertaine,bienici,Pro,Agence,Vente,Non,2251.3333333333335,Active
Challans,Maison/Villa,Maison Challans 6 pièce(s) 147.64 m2,117025E1H10U,orpi-1-117025E1H10U,85300,85047,147.64,369750,6,4,2020-01-22,20:19:29.192350,85,Non,Route de Cholet - Route de la Roche-sur-Yon,bienici,Pro,Agence,Vente,Non,2370.631265239773,Active
Moutiers-les-Mauxfaits,Maison/Villa,Maison Moutiers Les Mauxfaits  7 pièce(s),5394,immo-facile-adresse-10895106,85540,85156,150,231000,7,4,2020-01-22,20:19:29.192350,85,Non,Moutiers-les-Mauxfaits,bienici,Pro,Agence,Vente,Non,1540.0,Active
Saint-Mathurin,Maison/Villa,Maison  6 pièce(s) SAINT MATHURIN,6863,immo-facile-adresse-10907624,85150,85250,150,318896,5,4,2020-01-22,20:19:29.192350,85,Non,Saint-Mathurin,bienici,Pro,Agence,Vente,Non,2026.6666666666667,Active
Luçon,Maison/Villa,MAISON DE 150 m² dans un lieu-dit proche Luçon,215064DBO,ag440414-218756793,85400,85128,150,192400,4,3,2020-01-22,20:19:29.192350,85,Non,Luçon,bienici,Pro,Mandataire,Vente,Non,1282.6666666666667,Active
Saint-Vincent-sur-Graon,Maison/Villa,MAISON RECENTE,02272Mbk,immo-facile-34080552,85540,85277,142.27,249480,8,4,2020-01-22,20:19:29.192350,85,Non,Saint-Vincent-sur-Graon,bienici,Pro,Agence,Vente,Non,1665.8466296478525,Active
Saint-Hilaire-de-Riez,Maison/Villa,Maison/villa 6 pièces et +,P-53952-S-1411,square-habitat-B38508F0-9704-467C-8BC9-020624521884,85270,85226,141.37,212900,6,5,2020-01-22,20:19:29.192350,85,Non,Fradinière - Pissot,bienici,Pro,Agence,Vente,Non,1414.7273113107449,Active
Challans,Maison/Villa,Maison  5 pièce(s) 141,62 m2,117025E0KWXL,orpi-1-117025E0KWXL,85300,85047,141.62,364000,5,2,2020-01-22,20:19:29.192350,85,Non,Centre-ville,bienici,Pro,Agence,Vente,Non,2436.0965965259143,Active
Les Clouzeaux,Maison/Villa,Pavillon de 150m avec structure équestre,6192,ag750665-213377355,85430,85069,150,437750,9,5,2020-01-22,20:19:29.192350,85,Non,Les Clouzeaux,bienici,Pro,Agence,Vente,Non,2833.3333333333335,Active
Luçon,Maison/Villa,Luçon centre ville,210961DBO,ag440414-212614566,85400,85128,150,127000,7,4,2020-01-22,20:19:29.192350,85,Non,Luçon,bienici,Pro,Mandataire,Vente,Non,846.6666666666666,Active
Venansault,Maison/Villa,,881,century-21-202_3207_881,85190,85300,141.26,284000,6,4,2020-01-22,20:19:29.192350,85,Non,Venansault,bienici,Pro,Agence,Vente,Non,1911.3691066119213,Active
Les Sables-d'Olonne,Maison/Villa,MAISON RENOVEE,02042019,hektor-agencealizes-275,85100,85194,150,662500,6,4,2020-01-22,20:19:29.192350,85,Non,Les Roses - Route du Château d'Olonne,bienici,Pro,Agence,Vente,Non,4416.666666666667,Active
Poiroux,Maison/Villa,Longère  150m² + grange - Poiroux,968,immo-facile-adresse-10510689,85440,85179,150,330000,7,4,2020-01-22,20:19:29.192350,85,Non,Poiroux,bienici,Pro,Agence,Vente,Non,2200.0,Active
Saint-Julien-des-Landes,Maison/Villa,Maison à la campagne, 150m2,781,hektor-PULLMANN-370,85150,85236,150,200000,6,3,2020-01-22,20:19:29.192350,85,Non,Saint-Julien-des-Landes,bienici,Pro,Agence,Vente,Non,1266.6666666666667,Active
Le Givre,Maison/Villa,Maison Le Givre 3 chambres,5427,immo-facile-adresse-10442134,85540,85101,147,231000,5,3,2020-01-22,20:19:29.192350,85,Non,Le Givre,bienici,Pro,Agence,Vente,Non,1571.4285714285713,Active
Saint-Hilaire-des-Loges,Maison/Villa,Maison Saint Hilaire Des Loges 144 m2,6868,immo-facile-30212158,85240,85227,144,157500,8,4,2020-01-22,20:19:29.192350,85,Non,Saint-Hilaire-des-Loges,bienici,Pro,Agence,Vente,Non,1041.6666666666667,Active
Les Sables-d'Olonne,Maison/Villa,Rare, maison avec garage et cour centre des Sables,559,hektor-PULLMANN-125,85100,85194,145,349800,5,4,2020-01-22,20:19:29.192350,85,Non,Passage - Remblai - Ile Penotte - Notre-Dame,bienici,Pro,Agence,Vente,Non,2275.862068965517,Active
L'Aiguillon-sur-Vie,Maison/Villa,Maison de standing à L Aiguillon Sur Vie,469-9,immo-facile-25417828,85220,85002,142,441480,5,3,2020-01-22,20:19:29.192350,85,Non,L'Aiguillon-sur-Vie,bienici,Pro,Agence,Vente,Non,3109.0140845070423,Active
Angles,Maison/Villa,Maison Angles 6 chambres,4753,immo-facile-adresse-10307123,85750,85004,141,247000,7,6,2020-01-22,20:19:29.192350,85,Non,Angles,bienici,Pro,Agence,Vente,Non,1751.77304964539,Active
Le Champ-Saint-Père,Maison/Villa,LE CHAMP ST PERE,762FC,immo-facile-35309704,85540,85050,150,303050,6,4,2020-01-22,20:19:29.192350,85,Non,Le Champ-Saint-Père,bienici,Pro,Agence,Vente,Non,1933.3333333333333,Active
Saint-Gilles-Croix-de-Vie,Maison/Villa,Maison Saint Gilles Croix De Vie 6 pièce(s),11166,immo-facile-99933765801,85800,85222,147,293700,6,4,2020-01-22,20:19:29.192350,85,Non,Saint-Gilles-Croix-de-Vie,bienici,Pro,Agence,Vente,Non,1904.7619047619048,Active
Saint-Mathurin,Maison/Villa,Maison Saint Mathurin,6943,immo-facile-adresse-10941314,85150,85250,149,330900,6,4,2020-01-22,20:19:29.192350,85,Non,Saint-Mathurin,bienici,Pro,Agence,Vente,Non,2220.8053691275168,Active
Saint-Jean-de-Monts,Maison/Villa,Maison 7 pièces,1140,hektor-saintjeanimmo-9,85160,85234,150,336000,7,3,2020-01-22,20:19:29.192350,85,Non,Le Rozeau Gaillard,bienici,Pro,Agence,Vente,Non,2240.0,Active
Luçon,Maison/Villa,LUCON CENTRE,3306,immo-facile-99933212319,85400,85128,145,96100,4,2,2020-01-22,20:19:29.192350,85,Non,Luçon,bienici,Pro,Agence,Vente,Non,620.6896551724138,Active
Bessay,Maison/Villa,BESSAY,3500,immo-facile-99933643662,85320,85023,147,157850,8,5,2020-01-22,20:19:29.192350,85,Non,Bessay,bienici,Pro,Agence,Vente,Non,1020.4081632653061,Active
Corpe,Maison/Villa,CORPE,3369,immo-facile-99933212373,85320,85073,145,162900,4,3,2020-01-22,20:19:29.192350,85,Non,Corpe,bienici,Pro,Agence,Vente,Non,1068.9655172413793,Active
Curzon,Maison/Villa,Maison Curzon 5 pièce(s),3584,immo-facile-99933724106,85540,85077,148,219590,5,3,2020-01-22,20:19:29.192350,85,Non,Curzon,bienici,Pro,Agence,Vente,Non,1418.918918918919,Active
Luçon,Maison/Villa,LUCON,687FC,immo-facile-34700434,85400,85128,149,271700,6,3,2020-01-22,20:19:29.192350,85,Non,Luçon,bienici,Pro,Agence,Vente,Non,1744.96644295302,Active
Mortagne-sur-Sèvre,Maison/Villa,MAISON FORT POTENTIEL PROCHE MORTAGNE,98_MFVMA1010000703,hektor-98_compagnie-immo-703,85290,85151,141,183750,5,3,2020-01-22,20:19:29.192350,85,Non,Mortagne-sur-Sèvre,bienici,Pro,Mandataire,Vente,Non,1303.1914893617022,Active
Saint-Gilles-Croix-de-Vie,Maison/Villa,Maison Saint Gilles Croix De Vie 4 pièce(s) 150 m2,6372PL3,immo-facile-adresse-10902373,85800,85222,150,394700,4,3,2020-01-22,20:19:29.192350,85,Non,Saint-Gilles-Croix-de-Vie,bienici,Pro,Agence,Vente,Non,2631.3333333333335,Active
Bois-de-Céné,Maison/Villa,A VENDRE - Maison - BOIS DE CENE,6823,immo-facile-adresse-10908066,85710,85024,148,237600,6,5,2020-01-22,20:19:29.192350,85,Non,Bois-de-Céné,bienici,Pro,Agence,Vente,Non,1520.2702702702702,Active
Benet,Maison/Villa,Maison  SECTEUR BENET  147 m2,6967,immo-facile-33491671,85490,85020,147,260000,8,5,2020-01-22,20:19:29.192350,85,Non,Benet,bienici,Pro,Agence,Vente,Non,1700.6802721088436,Active
Poiroux,Maison/Villa,POIROUX ENSEMBLE IMMOBILIER A FINIR DE RENOVER 5 PIECES AVEC GRANGE.,02144Mcs,immo-facile-32992785,85440,85179,145,299400,5,,2020-01-22,20:19:29.192350,85,Non,Poiroux,bienici,Pro,Agence,Vente,Non,1965.5172413793102,Active
Les Sables-d'Olonne,Maison/Villa,,TM6390,fnaim-44009495,85100,85194,142,404800,5,4,2020-01-22,20:19:29.192350,85,Non,Les Agaures - Le Perclus - La Bernadière,bienici,Pro,Agence,Vente,Non,2746.478873239437,Active
Longèves,Maison/Villa,Maison Longeves,3590,immo-facile-adresse-10744718,85200,85126,144.05,171000,5,4,2020-01-22,20:19:29.192350,85,Non,Longèves,bienici,Pro,Agence,Vente,Non,1110.7254425546685,Active
Chantonnay,Maison/Villa,Grande maison en pierre - 5 minutes CHANTONNAY,5661,hektor-cabinetfruchet-10442,85110,85051,150,107000,5,3,2020-01-22,20:19:29.192350,85,Non,Chantonnay,bienici,Pro,Agence,Vente,Non,666.6666666666666,Active
Pouillé,Maison/Villa,Maison Pouille 5 pièce(s),3511,immo-facile-adresse-10389282,85570,85181,150,134350,5,2,2020-01-22,20:19:29.192350,85,Non,Pouillé,bienici,Pro,Agence,Vente,Non,833.3333333333334,Active
Chantonnay,Maison/Villa,Maison en pierres rénovée,5656,hektor-cabinetfruchet-10386,85110,85051,146,185500,5,4,2020-01-22,20:19:29.192350,85,Non,Chantonnay,bienici,Pro,Agence,Vente,Non,1198.6301369863013,Active
Les Sables-d'Olonne,Maison/Villa,MAISON  NEUVE  ARAGO  Les Sables D Olonne 5 pièce(s) 149 m2,416JJ,immo-facile-31822120,85100,85194,149,689500,5,3,2020-01-22,20:19:29.192350,85,Non,Les Roses - Route du Château d'Olonne,bienici,Pro,Agence,Vente,Non,4496.644295302013,Active
Saint-Hilaire-des-Loges,Maison/Villa,Maison Saint Hilaire Des Loges,3482,immo-facile-adresse-10719581,85240,85227,144,97400,6,4,2020-01-22,20:19:29.192350,85,Non,Saint-Hilaire-des-Loges,bienici,Pro,Agence,Vente,Non,625.0,Active
Le Girouard,Maison/Villa,LE GIROUARD,0-138,immo-facile-adresse-10717605,85150,85099,143,286000,5,3,2020-01-22,20:19:29.192350,85,Non,Le Girouard,bienici,Pro,Agence,Vente,Non,2000.0,Active
Noirmoutier-en-l'Île,Maison/Villa,Maison Noirmoutier En L Ile 7 pièce(s) 147 m2,1392ST,immo-facile-adresse-10643467,85330,85163,147,355400,7,5,2020-01-22,20:19:29.192350,85,Non,Bois de la Chaise - Sableaux,bienici,Pro,Agence,Vente,Non,2312.925170068027,Active
Saint-Hilaire-des-Loges,Maison/Villa,Maison St Hilaire Des Loges   6 piece(s)   150 m2,6740,immo-facile-24726516,85240,85227,150,64200,6,,2020-01-22,20:19:29.192350,85,Non,Saint-Hilaire-des-Loges,bienici,Pro,Agence,Vente,Non,400.0,Active
Falleron,Maison/Villa,Grande maison 4 chambres avec dépendances,1228,hektor-lagenceimmobilierebouin-546,85670,85086,142,229000,6,4,2020-01-22,20:19:29.192350,85,Non,Falleron,bienici,Pro,Agence,Vente,Non,1612.6760563380283,Active
Curzon,Maison/Villa,Maison Curzon 144 m²,5098,immo-facile-adresse-10520538,85540,85077,144,220300,4,3,2020-01-22,20:19:29.192350,85,Non,Curzon,bienici,Pro,Agence,Vente,Non,1529.861111111111,Active
Château-d'Olonne,Maison/Villa,Propriété clos de mur avec maison de plain pied,543bis,hektor-PULLMANN-107,85180,85060,150,483000,5,4,2020-01-22,20:19:29.192350,85,Non,La Maisonnette - Le Fléchoux,bienici,Pro,Agence,Vente,Non,3066.6666666666665,Active
Vouillé-les-Marais,Maison/Villa,Maison VOUILLE LES MARAIS - 7 pièce(s) - 150 m2,5340,immo-facile-adresse-9443433,85450,85304,150,197000,7,4,2020-01-22,20:19:29.192350,85,Non,Vouillé-les-Marais,bienici,Pro,Agence,Vente,Non,1233.3333333333333,Active
Jard-sur-Mer,Maison/Villa,Maison Jard Sur Mer 5 pièce(s),117021E0T4IL,orpi-1-117021E0T4IL,85520,85114,150,569900,5,3,2020-01-22,20:19:29.192350,85,Non,Jard-sur-Mer,bienici,Pro,Agence,Vente,Non,3666.6666666666665,Active
Sainte-Hermine,Maison/Villa,Jolie maison de village offrant de beaux volumes,5092,hektor-cabinetfruchet-1798,85210,85223,150,180200,5,3,2020-01-22,20:19:29.192350,85,Non,Sainte-Hermine,bienici,Pro,Agence,Vente,Non,1201.3333333333333,Active
Venansault,Maison/Villa,MAISON  - VENANSAULT,7783,immo-facile-adresse-10949028,85190,85300,142,234000,6,5,2020-01-22,20:19:29.192350,85,Non,Venansault,bienici,Pro,Agence,Vente,Non,1647.887323943662,Active
L'Île-d'Elle,Maison/Villa,Ensemble à rénover en centre bourg tous commerces,VM3965-MARANS-7,ag170484-234429472,85770,85111,145,91250,7,4,2020-01-22,20:19:29.192350,85,Non,L'Île-d'Elle,bienici,Pro,Agence,Vente,Non,586.2068965517242,Active
Sainte-Radégonde-des-Noyers,Maison/Villa,Maison en bord de cours d'eau à 20 minutes de La Rochelle,VM4052-MARANS-7,ag170484-234067237,85450,85267,145,250000,7,4,2020-01-22,20:19:29.192350,85,Non,Sainte-Radégonde-des-Noyers,bienici,Pro,Agence,Vente,Non,1655.1724137931035,Active
Chauché,Maison/Villa,,14183,century-21-202_2373_14183,85140,85064,150,117000,8,5,2020-01-22,20:19:29.192350,85,Non,Chauché,bienici,Pro,Agence,Vente,Non,780.0,Active
Saint-Mathurin,Maison/Villa,MAISON RECENTE,24865DHI760,ag210591-230003323,85150,85250,150,313000,5,4,2020-01-22,20:19:29.192350,85,Non,Saint-Mathurin,bienici,Pro,Agence,Vente,Non,2086.6666666666665,Active
Saint-Jean-de-Monts,Maison/Villa,Dans le marais, belle maison de 4 chambres,1159,hektor-immovendeenne-798,85160,85234,146,252000,6,4,2020-01-22,20:19:29.192350,85,Non,Saint-Jean-de-Monts,bienici,Pro,Agence,Vente,Non,1643.835616438356,Active
